date,company,sector,last_price,opening_price,high,low,volume,variation,price_sma_7,price_std_7,volume_sma_7,momentum_3d,price_accel,rel_sector_strength
2025-04-17,ADWYA,Healthcare,18.932,18.877,18.932,18.708,35768,1.71424663330699,19.238142857142858,0.23602501885140903,31935.85714285714,-0.18453102757420847,-0.49771611996380916,0.6653000503695721
2025-04-18,ADWYA,Healthcare,19.526,19.556,19.695,19.416,34445,-1.3697527545684065,19.237142857142857,0.23457793912430874,33085.142857142855,0.4992536929332436,0.6837847205074521,0.6913897904986721
2025-04-19,ADWYA,Healthcare,19.272,19.262,19.489,19.175,27380,-0.0509431119886776,19.21457142857143,0.2200816947884361,33518.42857142857,0.2809865750858398,-0.21826711784740382,0.6778277996623523
2025-04-20,ADWYA,Healthcare,19.178,19.157,19.248,18.945,30295,0.4339311409612048,19.21742857142857,0.219353487277842,33084.28571428572,1.2993872807944395,1.0184007057085998,0.6714202357334579
2025-04-21,ADWYA,Healthcare,19.443,19.398,19.559,19.107,37094,-0.9374069152863108,19.28542857142857,0.20186452316909198,34122.857142857145,-0.42507425996106685,-1.7244615407555064,0.6861024525083809
2025-04-22,ADWYA,Healthcare,19.559,19.489,19.594,19.366,36805,-1.5426840391742056,19.304,0.2222273610516935,34108.857142857145,1.4892071398920903,1.9142813998531572,0.6802499478309258
2025-04-23,ADWYA,Healthcare,19.16,19.169,19.306,18.935,37010,0.5302205417676209,19.295714285714286,0.22699832178947432,34113.857142857145,-0.09385754510377042,-1.5830646849958607,0.6669683572945312
2025-04-24,ADWYA,Healthcare,18.904,18.96,19.069,18.85,44054,1.8580996660509923,19.291714285714285,0.23459519339045304,35297.57142857143,-2.7722059352980555,-2.678348390194285,0.672190022401593
2025-04-25,ADWYA,Healthcare,19.325,19.319,19.503,19.243,33023,-0.3268780765114401,19.263,0.21238957915427975,35094.42857142857,-1.19638018303595,1.5758257522621055,0.6715743625980284
2025-04-26,ADWYA,Healthcare,19.571,19.597,19.71,19.367,27026,-1.6021660017862311,19.305714285714288,0.2424415491657823,35043.857142857145,2.1450939457202667,3.3414741287562166,0.6798948538607624
2025-04-27,ADWYA,Healthcare,19.085,18.997,19.163,18.773,32152,0.920433398739278,19.29242857142857,0.2529280906653479,35309.142857142855,0.9574693186627181,-1.1876246270575486,0.6641649073150361
2025-04-28,ADWYA,Healthcare,19.561,19.551,19.581,19.374,42819,-1.5521416492888211,19.309285714285714,0.268112360951967,36127.0,1.2212160413971551,0.263746722734437,0.6788321167883211
2025-04-29,ADWYA,Healthcare,19.004,19.087,19.297,19.004,23264,1.3388530897564237,19.23,0.2639898987966474,34192.57142857143,-2.8971437330744476,-4.118359774471603,0.6775366624676159
2025-04-30,ADWYA,Healthcare,19.584,19.525,19.584,19.48,38543,-1.6723830162885325,19.29057142857143,0.2923689775739178,34411.57142857143,2.614618810584224,5.511762543658671,0.691143082334396
2025-05-01,ADWYA,Healthcare,19.262,18.868,19.334,18.403,28979,-2.89,19.341714285714286,0.24012060461756485,32258.0,-1.5285517100352752,-4.143170520619499,0.6767065216118417
2025-04-01,ARTES,Automotive,7.913,7.888,7.952,7.807,17040,0.6875938868939895,7.913,0.0,17040.0,0.0,0.0,0.7151378219611387
2025-04-02,ARTES,Automotive,7.996,8.029,8.126,7.996,13022,-0.3496486440510167,7.9545,0.05868986283848358,15031.0,0.0,0.0,0.7237727423588692
2025-04-03,ARTES,Automotive,7.945,7.976,8.032,7.894,13782,0.2928351761337691,7.951333333333333,0.0418608807042248,14614.666666666666,0.0,0.0,0.7212236746550472
2025-04-04,ARTES,Automotive,7.869,7.905,7.952,7.869,17845,1.2464325158631713,7.93075,0.05350623016683829,15422.25,-0.5560470112473181,-0.5560470112473181,0.7123845736013036
2025-04-05,ARTES,Automotive,8.071,8.07,8.113,8.006,17724,-1.2984779698306457,7.958799999999999,0.07798204921647028,15882.6,0.9379689844922323,1.4940159957395505,0.718614590134742
2025-04-06,ARTES,Automotive,8.037,8.034,8.049,8.0,20115,-0.8705809156679036,7.9718333333333335,0.07670832201701899,16588.0,1.1579609817495395,0.21999199725730723,0.7208718270696923
2025-04-07,ARTES,Automotive,7.853,7.839,7.928,7.828,17699,1.4389916541952514,7.954857142857143,0.08319140294411162,16746.714285714286,-0.20332952090481582,-1.3612905026543554,0.7101003707387646
2025-04-08,ARTES,Automotive,8.076,8.064,8.175,7.965,14107,-1.3524549588990982,7.978142857142858,0.09188113439190283,16327.714285714286,0.06195019204560115,0.26527971295041697,0.732915872583719
2025-04-09,ARTES,Automotive,8.073,8.04,8.13,7.987,22154,-1.31501756149621,7.989142857142858,0.09872930765723141,17632.285714285714,0.4479283314669624,0.3859781394213613,0.7296417919440847
2025-04-10,ARTES,Automotive,7.93,7.929,7.979,7.9,20914,0.4770693027889336,7.987000000000001,0.10000166665277836,18651.14285714286,0.9805169998726493,0.5325886684056869,0.7091754605616168
2025-04-11,ARTES,Automotive,7.98,7.987,8.026,7.885,16849,-0.146128024406535,8.002857142857144,0.0859911401859298,18508.85714285714,-1.1887072808320909,-2.16922428070474,0.7176474114931503
2025-04-12,ARTES,Automotive,7.944,7.954,8.023,7.875,19759,0.3033494033989909,7.984714285714285,0.08254637945970039,18799.571428571428,-1.5979189892233459,-0.409211708391255,0.7148599196112544
2025-04-13,ARTES,Automotive,7.916,7.932,7.977,7.89,20474,0.6478947659125165,7.967428571428571,0.08244160992859817,18850.85714285714,-0.17654476670869723,1.4213742225146486,0.7172672083119394
2025-04-14,ARTES,Automotive,7.976,8.009,8.044,7.976,19306,-0.1017544253082749,7.984999999999999,0.0653171748725662,19080.428571428572,-0.05012531328321135,0.12641945342548588,0.7168793816286176
2025-04-15,ARTES,Automotive,8.116,8.098,8.173,8.009,16719,-1.8632332152746736,7.990714285714286,0.07555288277251986,19453.571428571428,2.1651560926485347,2.215281405931746,0.7215932665520717
2025-04-16,ARTES,Automotive,8.122,8.096,8.196,8.016,15952,-1.9265430220333608,7.997714285714285,0.08599557020706414,18567.571428571428,2.602324406265777,0.4371683136172422,0.7353997525126008
2025-04-17,ARTES,Automotive,8.126,8.111,8.231,8.055,15620,-1.9815343499278049,8.025714285714287,0.09197411644173611,17811.285714285714,1.8806419257773266,-0.7216824804884503,0.7188393831274142
2025-04-18,ARTES,Automotive,8.064,8.061,8.15,8.037,22184,-1.2037779962584407,8.037714285714285,0.09048335811207499,18573.428571428572,-0.6407097092163583,-2.521351634993685,0.7217614416134615
2025-04-19,ARTES,Automotive,7.816,7.819,7.849,7.759,18507,1.9052276282495009,8.019428571428572,0.12052504185556506,18394.571428571428,-3.767544939670031,-3.126835230453673,0.7126618442647863
2025-04-20,ARTES,Automotive,7.968,7.974,8.07,7.913,19177,0.0049887001504016,8.026857142857143,0.11454173703855507,18209.285714285714,-1.9443760767905438,1.8231688628794873,0.7190254173559932
2025-04-21,ARTES,Automotive,8.051,8.05,8.102,7.983,14229,-1.0387503978186157,8.037571428571429,0.11248089784915619,17484.0,-0.1612103174603141,1.7831657593302297,0.7239022928218192
2025-04-22,ARTES,Automotive,8.117,8.134,8.222,8.068,18190,-1.869204005482899,8.037714285714285,0.11259768245944514,17694.14285714286,3.851074718526104,4.012285035986418,0.7257256958931871
2025-04-23,ARTES,Automotive,7.914,7.943,8.036,7.912,14481,0.6728304530018239,8.008000000000001,0.1140833028974888,17484.0,-0.6777108433735024,-4.528785561899607,0.7167829000996285
2025-04-24,ARTES,Automotive,8.018,8.043,8.159,8.018,13598,-0.6306943346973632,7.99257142857143,0.10214345654169935,17195.14285714286,-0.4098869705626562,0.2678238728108462,0.7267947788252356
2025-04-25,ARTES,Automotive,8.093,8.1,8.109,8.041,18398,-1.569734508049005,7.996714285714285,0.10603728005708674,16654.285714285714,-0.29567574226931903,0.11421122829333719,0.7235367743473597
2025-04-26,ARTES,Automotive,8.036,8.053,8.147,7.961,20950,-0.8531596328892315,8.028142857142857,0.0700414843061568,17003.285714285714,1.5415718979024495,1.8372476401717686,0.7218396311156358
2025-04-27,ARTES,Automotive,7.943,7.911,7.992,7.869,16135,0.3086816058914357,8.024571428571429,0.07413693893253101,16568.714285714286,-0.9353953604390286,-2.476967258341478,0.7131228490199012
2025-04-28,ARTES,Automotive,7.83,7.864,7.964,7.797,18268,1.73037756919354,7.992999999999999,0.10259954515818712,17145.714285714286,-3.249721981959719,-2.3143266215206904,0.7075088099756033
2025-04-29,ARTES,Automotive,8.06,8.067,8.187,8.037,19660,-1.1577505796467809,7.984857142857143,0.09292367579798878,17355.714285714286,0.2986560477849842,3.548378029744703,0.72664983772088
2025-04-30,ARTES,Automotive,8.027,8.051,8.091,8.019,17075,-0.7371616877608083,8.001,0.08826097665446561,17726.285714285714,1.057534936422,0.7588788886370157,0.7148454893579125
2025-05-01,ARTES,Automotive,7.968,7.884,8.1,7.669,15499,-1.84,7.993857142857142,0.08867812314099607,17997.85714285714,1.7624521072796995,0.7049171708576996,0.7178378378378377
2025-04-01,ATB,Banking,98.906,98.865,99.175,98.532,63301,-0.7783147459891184,98.906,0.0,63301.0,0.0,0.0,1.515749660547844
2025-04-02,ATB,Banking,98.11,97.943,98.903,97.025,38050,0.0323446823363866,98.50800000000001,0.5628569978245014,50675.5,0.0,0.0,1.5021488797806262
2025-04-03,ATB,Banking,97.886,97.704,98.078,96.648,40579,0.2608156034983664,98.30066666666666,0.536064672715284,47310.0,0.0,0.0,1.4905672731813313
2025-04-04,ATB,Banking,98.21,97.896,98.21,97.072,56253,-0.0691475187866061,98.27799999999999,0.44003636213386743,49545.75,-0.7036984611651587,-0.7036984611651587,1.493422463227076
2025-04-05,ATB,Banking,100.061,99.795,100.286,99.102,54203,-1.9553125604244077,98.6346,0.8837656929299796,50477.2,1.9885842421771605,2.692282703342319,1.5346002426257568
2025-04-06,ATB,Banking,98.976,99.395,99.681,98.961,37627,-0.8497559880712129,98.6915,0.8026575234805968,48335.5,1.113540240688149,-0.8750440014890115,1.50898751353082
2025-04-07,ATB,Banking,96.898,97.216,97.241,96.075,50349,1.2676448305145205,98.43528571428571,0.9981998320786832,48623.142857142855,-1.335912839833009,-2.449453080521158,1.4944700382647746
2025-04-08,ATB,Banking,97.574,97.317,98.478,96.285,59710,0.5785090658906054,98.245,1.0202285691615074,48110.142857142855,-2.485483854848547,-1.149571015015538,1.5034699965484934
2025-04-09,ATB,Banking,99.218,99.186,100.516,98.906,44648,-1.096290517970662,98.40328571428573,1.0799939373727587,49052.71428571428,0.2445037180730747,2.7299875729216216,1.5163968876709648
2025-04-10,ATB,Banking,97.433,97.221,97.715,96.932,48313,0.7223782523615454,98.33857142857143,1.1286330754712206,50157.57142857143,0.5521269788850258,0.3076232608119511,1.4924575237885165
2025-04-11,ATB,Banking,97.418,97.319,97.846,96.421,36370,0.7372391449728277,98.22542857142858,1.1821017803250373,47317.142857142855,-0.1598786561993859,-0.7120056350844117,1.4988237791997394
2025-04-12,ATB,Banking,99.152,99.528,100.545,98.087,48407,-1.029016724211242,98.09557142857143,0.9794011532807257,46489.142857142855,-0.0665201878691346,0.0933584683302513,1.5036654423250155
2025-04-13,ATB,Banking,97.264,97.07,98.519,95.621,55832,0.8946623058920959,97.851,0.9356824603820821,49089.857142857145,-0.17345252635144748,-0.10693233848231287,1.4882047107713685
2025-04-14,ATB,Banking,98.854,99.087,99.449,98.151,38938,-0.7258278272339287,98.13042857142857,0.8948228608953572,47459.71428571428,1.4740602352747878,1.6475127616262353,1.512641560536113
2025-04-15,ATB,Banking,99.53,99.894,100.177,99.194,56760,-1.4138690407411358,98.40985714285715,0.992209055352658,47038.28571428572,0.381232854607072,-1.0928273806677158,1.5164696866043907
2025-04-16,ATB,Banking,96.547,96.678,97.161,95.428,64892,1.625695432872865,98.02828571428573,1.1331988225499376,49930.28571428572,-0.7371689422602357,-1.1184017968673077,1.4877302740559823
2025-04-17,ATB,Banking,96.815,96.601,97.389,96.064,55315,1.3518468036750768,97.93999999999998,1.2088544163794053,50930.57142857143,-2.0626378295263703,-1.3254688872661347,1.485959246821338
2025-04-18,ATB,Banking,96.967,96.629,97.501,95.286,61803,1.1976694925852938,97.87557142857142,1.252541530534728,54563.857142857145,-2.575102984024924,-0.5124651544985537,1.488881791688291
2025-04-19,ATB,Banking,98.157,98.17,99.098,96.855,38397,-0.0154726832627614,97.73342857142858,1.134435374557585,53133.857142857145,1.6675815923850479,4.242684576409972,1.5061107062027699
2025-04-20,ATB,Banking,97.977,97.952,99.142,97.624,60317,0.1678141912276558,97.83528571428572,1.1171393100662197,53774.57142857143,1.2002272375148504,-0.4673543548701975,1.5031642899333388
2025-04-21,ATB,Banking,99.933,100.043,100.731,99.279,53017,-1.8252262346842263,97.98942857142856,1.3344354433171182,55785.857142857145,3.0587725721121783,1.858545334597328,1.521701062402641
2025-04-22,ATB,Banking,96.713,96.43,97.385,95.518,59917,1.4557776288558446,97.587,1.211512553243532,56236.857142857145,-1.4711126053159718,-4.5298851774281506,1.4761512279255762
2025-04-23,ATB,Banking,99.839,99.4,100.438,98.898,68832,-1.7294955410098425,98.05728571428571,1.3692028963702123,56799.71428571428,1.9004460230462206,3.3715586283621923,1.5198346189034366
2025-04-24,ATB,Banking,97.087,96.831,97.624,95.525,39390,1.0750113854453702,98.09614285714285,1.3314097076121292,54524.71428571428,-2.847908098425944,-4.748354121472165,1.4874173078278345
2025-04-25,ATB,Banking,97.014,96.578,97.809,95.412,41506,1.149455591834446,98.10285714285715,1.3248688524493595,51625.142857142855,0.31123013452172277,3.159138232947667,1.4889838767851797
2025-04-26,ATB,Banking,97.709,97.403,98.695,97.02,65046,0.440858170761699,98.03885714285715,1.332615527020883,55432.142857142855,-2.1334348300764194,-2.444664964598142,1.4986134884263094
2025-04-27,ATB,Banking,98.301,98.27,98.753,97.062,59740,-0.1620013665444282,98.08514285714286,1.3357320625249467,55349.71428571428,1.250424876657008,3.3838597067334275,1.5084128068008318
2025-04-28,ATB,Banking,99.803,100.057,100.768,98.753,56775,-1.6920453186916236,98.06657142857144,1.3063386310783354,55886.57142857143,2.874842806192923,1.6244179295359151,1.5308359063794672
2025-04-29,ATB,Banking,98.517,98.591,99.006,97.679,45072,-0.3823689115595594,98.32428571428571,1.1651135444361551,53765.857142857145,0.8269453172174535,-2.0478974889754697,1.5111499016771637
2025-04-30,ATB,Banking,98.436,98.536,99.038,97.232,42622,-0.2990615550382403,98.12385714285713,0.9645255186828783,50021.57142857143,0.13733329264198346,-0.68961202457547,1.5103267648940626
2025-05-01,ATB,Banking,98.142,98.368,98.737,97.998,48342,0.42,98.27457142857143,0.8512842958618241,51300.42857142857,-1.6642786288989297,-1.8016119215409132,1.501569777048819
2025-04-01,AMEN BANK,Banking,47.645,47.847,48.325,47.363,84858,0.4150304206929167,47.645,0.0,84858.0,0.0,0.0,0.7301669522253658
2025-04-02,AMEN BANK,Banking,48.631,48.403,48.631,48.278,70873,-1.6455111737382442,48.138000000000005,0.6972072862499313,77865.5,0.0,0.0,0.7445826334992521
2025-04-03,AMEN BANK,Banking,48.248,48.324,48.442,48.109,100764,-0.8443297618884937,48.17466666666667,0.4970737705143269,85498.33333333333,0.0,0.0,0.7347004658117899
2025-04-04,AMEN BANK,Banking,48.18,48.076,48.18,47.866,87009,-0.7030818552246987,48.176,0.40586779456697997,85876.0,1.1228880260258034,1.1228880260258034,0.7326452935371197
2025-04-05,AMEN BANK,Banking,48.353,48.423,48.558,48.314,81680,-1.0628516343459466,48.211400000000005,0.3602947404556414,85036.8,-0.5716518270239113,-1.6945398530497147,0.7415728958503635
2025-04-06,AMEN BANK,Banking,47.946,48.104,48.634,47.507,79451,-0.2137301992459694,48.16716666666667,0.33998436238548657,84105.83333333333,-0.6259326811474009,-0.0542808541234896,0.7309844338400086
2025-04-07,AMEN BANK,Banking,48.626,48.795,48.971,48.472,115123,-1.6346844711931512,48.23271428571429,0.3555276427535595,88536.85714285714,0.9256953092569464,1.5516279904043473,0.749964912388934
2025-04-08,AMEN BANK,Banking,47.767,47.625,47.834,47.523,79527,0.1610987256948788,48.25014285714286,0.32345913114921776,87775.28571428571,-1.2119206667631777,-2.137615976020124,0.7360183176371974
2025-04-09,AMEN BANK,Banking,47.693,47.669,48.159,47.541,94268,0.3151280695637091,48.116142857142854,0.33352132793942213,91117.42857142857,-0.5276769699244954,0.6842436968386822,0.7289152851669184
2025-04-10,AMEN BANK,Banking,47.223,47.143,47.732,46.733,74097,1.297243731342002,47.96971428571429,0.46505329955669905,87307.85714285714,-2.885287706165418,-2.3576107362409227,0.7233516534014668
2025-04-11,AMEN BANK,Banking,47.202,47.254,47.536,46.978,91527,1.3409703245355074,47.83,0.5332560360652314,87953.28571428571,-1.1828249628404675,1.7024627433249506,0.7262259544004813
2025-04-12,AMEN BANK,Banking,48.58,48.667,49.119,48.495,110705,-1.5390273297562036,47.862428571428566,0.5755840098377952,92099.71428571429,1.8598117124106306,3.042636675251098,0.7367281263933078
2025-04-13,AMEN BANK,Banking,48.332,48.529,48.947,48.119,105001,-1.0191428818851938,47.91757142857143,0.6027727203357459,95749.71428571429,2.3484319081803484,0.4886201957697178,0.7395121533249895
2025-04-14,AMEN BANK,Banking,47.629,47.673,47.793,47.614,70699,0.4486827990761788,47.77514285714285,0.5195207498491408,89403.42857142857,0.904622685479417,-1.4438092227009314,0.7288081907335517
2025-04-15,AMEN BANK,Banking,48.044,48.179,48.428,48.044,61004,-0.4189393090783095,47.81471428571428,0.5292553618955991,86757.28571428571,-1.1033347056401799,-2.007957391119597,0.7320131580751668
2025-04-16,AMEN BANK,Banking,47.721,47.731,48.042,47.145,88127,0.2564504588008853,47.818714285714286,0.5282870792431341,85880.0,-1.2641728047670386,-0.16083809912685876,0.7353514496382646
2025-04-17,AMEN BANK,Banking,48.146,48.352,48.931,47.862,103996,-0.6305043058157369,47.95057142857143,0.4663796226047571,90151.28571428571,1.0854731361145564,2.349645940881595,0.7389660062744424
2025-04-18,AMEN BANK,Banking,47.116,47.156,47.536,46.89,66283,1.5214246575821757,47.93828571428571,0.48992404659148325,86545.0,-1.9315627341603525,-3.017035870274909,0.7234435890270455
2025-04-19,AMEN BANK,Banking,47.953,47.815,47.953,47.675,100993,-0.2283626216604406,47.84871428571428,0.4025774104797412,85157.57142857143,0.4861591332956383,2.417721867455991,0.7357857992251335
2025-04-20,AMEN BANK,Banking,47.727,47.741,48.193,47.352,57373,0.2447698541188643,47.76228571428572,0.34189945612012995,78353.57142857143,-0.870269596643547,-1.3564287299391853,0.7322281970834834
2025-04-21,AMEN BANK,Banking,47.371,47.425,47.526,46.954,105700,0.9889326137988724,47.725428571428566,0.37130439316139807,83353.71428571429,0.541217420833684,1.411487017477231,0.7213283002319104
2025-04-22,AMEN BANK,Banking,47.647,47.761,48.322,47.299,88914,0.4121891824336798,47.66871428571428,0.34383848644662524,87340.85714285714,-0.6381248305632692,-1.1793422513969531,0.727246363539234
2025-04-23,AMEN BANK,Banking,48.631,48.646,49.168,48.339,92791,-1.6453065224017211,47.79871428571429,0.5023792439600855,88007.14285714286,1.8941060615584648,2.532230892121734,0.7403026608028228
2025-04-24,AMEN BANK,Banking,48.749,48.606,49.075,48.477,117748,-1.892402264294339,47.884857142857136,0.6116645127768003,89971.71428571429,2.9089527347955446,1.0148466732370798,0.7468570080371122
2025-04-25,AMEN BANK,Banking,48.426,48.509,48.859,47.952,78630,-1.216767237747082,48.072,0.5325000782472626,91735.57142857143,1.6349402900497578,-1.2740124447457868,0.7432487395344911
2025-04-26,AMEN BANK,Banking,48.385,48.434,48.59,47.841,102730,-1.130852993748095,48.13371428571429,0.5413694715828675,91983.71428571429,-0.5058501778700819,-2.1407904679198397,0.74210577979006
2025-04-27,AMEN BANK,Banking,47.41,47.481,47.485,47.41,68643,0.9078890526460204,48.088428571428565,0.5919566023346866,93593.71428571429,-2.7467230097027784,-2.2408728318326965,0.7274987148699141
2025-04-28,AMEN BANK,Banking,47.277,47.321,47.441,46.903,64780,1.1841642440453937,48.074999999999996,0.6116815620348064,87748.0,-2.3726923553463064,0.374030654356472,0.7251618603238588
2025-04-29,AMEN BANK,Banking,47.744,47.617,48.009,47.143,77673,0.2090722918455672,48.088857142857144,0.6013815839579867,86142.14285714286,-1.3247907409321025,1.047901614414204,0.7323440716391537
2025-04-30,AMEN BANK,Banking,47.964,48.144,48.774,47.623,74214,-0.2505617666933917,47.99357142857143,0.5519773114729961,83488.28571428571,1.1685298460240467,2.493320586956149,0.7359229646814053
2025-05-01,AMEN BANK,Banking,47.844,47.094,48.265,45.924,79805,-1.58,47.864285714285714,0.4402214269681843,78067.85714285714,1.1993146773272345,0.030784831303187765,0.7320118238177712
2025-04-01,ATTIJARI BANK,Banking,40.591,40.484,41.01,40.282,53929,0.8667402469042593,40.591,0.0,53929.0,0.0,0.0,0.6220633174053903
2025-04-02,ATTIJARI BANK,Banking,41.068,41.078,41.375,40.661,55744,-0.2985312240013917,40.829499999999996,0.3372899346259834,54836.5,0.0,0.0,0.6287865680851162
2025-04-03,ATTIJARI BANK,Banking,41.5,41.645,42.259,41.228,40979,-1.352786270979275,41.053,0.45468560566615907,50217.333333333336,0.0,0.0,0.6319447299616416
2025-04-04,ATTIJARI BANK,Banking,41.435,41.354,41.766,41.325,55215,-1.1932555462248833,41.1485,0.4175008982026293,51466.75,2.079278657830552,2.079278657830552,0.6300779937258314
2025-04-05,ATTIJARI BANK,Banking,41.238,41.378,41.514,41.238,67955,-0.7138640409191952,41.166399999999996,0.36377506786474767,54764.4,0.4139475991039365,-1.6653310587266157,0.6324526519363284
2025-04-06,ATTIJARI BANK,Banking,41.663,41.518,41.836,41.404,49845,-1.7512982232508212,41.24916666666667,0.3833637524162508,53944.5,0.3927710843373511,-0.02117651476658544,0.6351938528151728
2025-04-07,ATTIJARI BANK,Banking,41.065,41.095,41.463,40.513,41899,-0.2900369167790648,41.222857142857144,0.3568171467159019,52223.71428571428,-0.892964884759273,-1.2857359690966241,0.6333506586445847
2025-04-08,ATTIJARI BANK,Banking,40.904,41.031,41.133,40.904,63526,0.1029820983758411,41.26757142857143,0.27457291511415927,53594.71428571428,-0.80993258644938,0.083032298309893,0.6302697105665401
2025-04-09,ATTIJARI BANK,Banking,40.741,40.922,41.315,40.741,64207,0.501693491786102,41.22085714285714,0.3352896402472709,54803.71428571428,-2.212994743537422,-1.403062157088042,0.622664492336096
2025-04-10,ATTIJARI BANK,Banking,40.786,40.893,41.337,40.406,55778,0.3917010303372903,41.118857142857145,0.34468992276703336,56917.857142857145,-0.6794106903689201,1.5335840531685019,0.6247510860307949
2025-04-11,ATTIJARI BANK,Banking,40.152,40.299,40.857,40.045,65388,1.939414041830957,40.93557142857143,0.46772101981945374,58371.142857142855,-1.8384510072364635,-1.1590403168675434,0.6177582416229848
2025-04-12,ATTIJARI BANK,Banking,40.818,40.994,41.173,40.688,58424,0.3115306029222919,40.87557142857143,0.449024445193075,57009.57142857143,0.18899879728038194,2.0274498045168454,0.6190154109329361
2025-04-13,ATTIJARI BANK,Banking,41.458,41.424,41.807,41.183,41093,-1.2513057277327335,40.84628571428571,0.3921975328350511,55759.28571428572,1.6476241847692696,1.4586253874888877,0.634335323440938
2025-04-14,ATTIJARI BANK,Banking,41.706,41.897,41.962,41.294,62449,-1.8568202877532576,40.93785714285714,0.5091641610101226,58695.0,3.870292887029292,2.2226687022600222,0.6381757837186065
2025-04-15,ATTIJARI BANK,Banking,40.447,40.557,40.968,40.447,64619,1.2197907368781755,40.872571428571426,0.5424401217777709,58851.142857142855,-0.9089127345778714,-4.779205621607163,0.6162629299114618
2025-04-16,ATTIJARI BANK,Banking,40.257,40.185,40.523,39.631,56074,1.6824979752873803,40.803428571428576,0.5907057522271826,57689.28571428572,-2.896907713830865,-1.9879949792529938,0.6203357705850174
2025-04-17,ATTIJARI BANK,Banking,41.382,41.505,41.906,40.943,52089,-1.065259887184837,40.88857142857143,0.6294568709458577,57162.28571428572,-0.776866637893836,2.120041075937029,0.6351491561427528
2025-04-18,ATTIJARI BANK,Banking,40.174,40.181,40.286,40.027,52054,1.886079597087216,40.891714285714286,0.6252068229222786,55257.42857142857,-0.6749573515959284,0.10190928629790763,0.6168525075467469
2025-04-19,ATTIJARI BANK,Banking,41.293,41.485,41.629,41.293,61220,-0.8462476764861111,40.95957142857143,0.6414392299464431,55656.857142857145,2.573465484263604,3.2484228358595324,0.633595458207066
2025-04-20,ATTIJARI BANK,Banking,40.817,40.659,41.251,40.1,64108,0.3162207277305411,40.867999999999995,0.6030290208605202,58944.71428571428,-1.3653279203518331,-3.938793404615437,0.6262148955592546
